6	732	885
6	5638	5774
6	11339	11609
6	12300	12496
6	12651	15125
6	15862	16081
6	19432	19585
6	21759	21876
6	22302	22401
6	23942	24936
6	48769	53114
6	51626	51927
6	58045	58114
6	58513	58810
6	60516	63808
6	62277	62519
6	64625	66117
6	65727	65920
6	66861	67208
6	68185	69092
6	69253	69400
6	69424	69598
6	69614	69706
6	69836	70105
6	70280	70420
6	70332	70607
6	70461	74435
6	71207	71482
6	71605	71721
6	72167	72199
6	72232	72372
6	72557	72824
6	72944	73032
6	73459	73634
6	73827	74132
6	73844	74031
6	76279	77279
6	77155	77276
6	78614	78729
6	81711	81768
6	84078	84130
6	84755	84828
6	84932	85004
6	85113	85242
6	94563	94723
6	96792	96930
6	98192	100312
6	100218	100355
6	104141	104241
6	104848	104955
6	105453	107104
6	111598	111717
6	112185	112278
6	113385	113515
6	115261	115420
6	116678	116833
6	117805	117994
6	119536	119723
6	126443	126596
6	127397	127561
6	128489	128622
6	130274	130411
6	130870	131008
6	131988	132130
6	133644	133775
6	136641	136812
6	137273	137406
6	138281	138443
6	138879	139024
6	139640	139813
6	142315	142454
6	145678	145857
6	148032	148148
6	152372	152468
6	153086	153227
6	156253	156401
6	162681	162797
6	170132	170325
6	172834	173001
6	174180	175843
6	174180	175843
6	174342	176005
6	175642	175753
6	176456	176550
6	176681	176950
6	177192	177467
6	178047	178322
6	178414	178440
6	178414	178440
6	178425	178541
6	178576	178604
6	178984	179016
6	179159	179206
6	179171	179191
6	179193	179194
6	179376	179795
6	179986	180018
6	179986	180018
6	180151	180266
6	180151	180266
6	182758	182868
6	182874	182896
6	182875	182897
6	184971	185122
6	186631	186726
6	189157	189371
6	190627	190638
6	191190	191420
6	191190	191421
6	191191	191421
6	191353	191583
6	193070	193165
6	193071	193166
6	193071	193166
6	193232	193327
6	194391	195163
6	194392	195164
6	194392	195164
6	194553	195325
6	199129	199209
6	204542	204666
6	211702	213365
6	213889	213990
6	215936	215962
6	217504	217536
6	217669	217784
6	220388	220410
6	228704	228934
6	230583	230678
6	231904	232676
6	251477	251812
6	251980	252088
6	265962	267760
6	265966	267764
6	265976	267774
6	266006	267804
6	269908	270012
6	269912	270016
6	269922	270026
6	269952	270056
6	270661	270787
6	270665	270791
6	270675	270801
6	270705	270831
6	271130	271221
6	271134	271225
6	271144	271235
6	271174	271265
6	274687	274768
6	274691	274772
6	274701	274782
6	274731	274812
6	275120	275388
6	275124	275392
6	275134	275402
6	275164	275432
6	276182	276489
6	276186	276493
6	276196	276503
6	276227	276534
6	292487	292560
6	303551	305349
6	304628	304661
6	307497	307601
6	308250	308376
6	308719	308810
6	311880	311962
6	312276	312357
6	312709	312977
6	313666	313972
6	315387	316349
6	315391	316353
6	315401	316363
6	315432	316394
6	315540	316502
6	332822	332894
6	335114	335163
6	344372	344853
6	345854	345928
6	348103	348274
6	348769	351355
6	348883	348955
6	352868	353830
6	355680	356209
6	357384	358489
6	357386	358491
6	357394	358499
6	357425	358530
6	357523	358628
6	369805	375573
6	370666	371034
6	370668	371036
6	370676	371044
6	370707	371075
6	370805	371173
6	371943	373884
6	371945	373886
6	371953	373894
6	371984	373925
6	372082	374023
6	379239	379476
6	379241	379478
6	379249	379486
6	379280	379517
6	379390	379627
6	379718	379835
6	379720	379837
6	379728	379845
6	379759	379876
6	379869	379986
6	380005	380056
6	380007	380058
6	380015	380066
6	380046	380097
6	380156	380207
6	383060	385949
6	383062	385950
6	383068	385956
6	383095	385983
6	383205	383988
6	391752	391809
6	393098	393368
6	393803	395466
6	394821	395007
6	394869	395974
6	395847	395935
6	397108	397252
6	398037	398063
6	398828	398935
6	399605	399637
6	399770	399885
6	401424	401777
6	402496	402518
6	403174	403376
6	403872	403919
6	405018	405130
6	407455	411443
6	408151	408519
6	409428	411369
6	410817	411047
6	412697	412792
6	414018	414790
6	416724	416961
6	417203	417320
6	417490	417541
6	419713	420138
6	420543	423431
6	442090	442288
6	442093	442291
6	442099	442297
6	442127	442325
6	442229	442427
6	444802	446990
6	444805	446993
6	444811	446999
6	444839	447027
6	444941	447133
6	457185	459402
6	479573	479771
6	481364	483162
6	482285	484473
6	485154	486764
6	485310	485414
6	486063	486189
6	486532	486623
6	488979	489038
6	490089	490170
6	490522	490790
6	491125	491186
6	491594	491901
6	497367	497489
6	499645	499700
6	530807	531769
6	532469	532610
6	549175	549291
6	553854	553920
6	555227	555288
6	555954	556013
6	556484	556564
6	562784	562845
6	564033	564154
6	564545	564702
6	564864	564929
6	572520	572644
6	572858	573963
6	572917	573003
6	572919	573005
6	572951	573037
6	573058	573144
6	576757	576882
6	577884	584240
6	577890	584246
6	577922	584278
6	578070	584426
6	586139	586507
6	587416	589353
6	592469	592587
6	594708	594945
6	595187	595304
6	595474	595525
6	598021	598123
6	598535	601421
6	598860	598941
6	599080	599225
6	610098	610178
6	610422	610508
6	615393	621749
6	617711	617835
6	619430	619543
6	624973	627501
6	625160	627688
6	629835	629961
6	632941	633117
6	637701	637861
6	639540	639773
6	639728	639961
6	644333	646201
6	644521	646389
6	644656	646524
6	655939	657100
6	657556	657754
6	660268	662460
6	662498	665026
6	666539	666723
6	666733	666917
6	666868	667052
6	667463	668773
6	667657	668967
6	667792	669102
6	677056	677289
6	681846	683714
6	686029	686112
6	688377	690020
6	693019	693139
6	696260	698488
6	696457	698685
6	696570	698798
6	696617	698845
6	696763	698991
6	699668	699715
6	699867	699914
6	699978	700025
6	700020	700067
6	700171	700218
6	701056	701180
6	701255	701379
6	701366	701490
6	701408	701532
6	701559	701683
6	702619	702742
6	702818	702941
6	702929	703052
6	702971	703094
6	703122	703245
6	704077	704261
6	705001	706311
6	710061	711732
6	710260	711931
6	710371	712042
6	710413	712084
6	710564	712235
6	727731	727815
6	727899	727951
6	727946	728030
6	728048	728132
6	728095	728179
6	728114	728166
6	728216	728268
6	728241	728325
6	728263	728315
6	728409	728461
6	729198	729313
6	729413	729528
6	729515	729630
6	729562	729677
6	729708	729823
6	731149	731199
6	731363	731413
6	731466	731516
6	731512	731562
6	731659	731709
6	732240	735073
6	732454	735287
6	732557	735390
6	732603	735436
6	732750	735583
6	733813	736041
6	737222	737269
6	738610	738734
6	740173	740296
6	747615	749286
6	757442	758701
6	757656	758915
6	757759	759018
6	757805	759064
6	757952	759211
6	765298	765382
6	765466	765518
6	766765	766880
6	768715	768765
6	769806	772639
6	788397	788483
6	793358	799714
6	795006	796265
6	821163	821613
6	821374	821824
6	821479	821929
6	821532	821985
6	821673	822123
6	824003	828552
6	824214	828762
6	824319	828868
6	824353	828901
6	824513	829062
6	826294	827129
6	826504	827339
6	826610	827445
6	826643	827478
6	826804	827639
6	830455	830512
6	830664	830721
6	830771	830828
6	830803	830860
6	830965	831022
6	840445	842973
6	855342	855575
6	855925	856154
6	856101	856330
6	856229	856458
6	856255	856484
6	856409	856638
6	858474	861304
6	858650	861480
6	858721	859171
6	858778	861608
6	858804	861634
6	858957	861787
6	860134	862002
6	861561	861800
6	873039	874517
6	873218	874696
6	873346	874824
6	873372	874850
6	873557	875035
6	875295	875438
6	875474	875617
6	875602	875745
6	875628	875771
6	875661	875789
6	875813	875956
6	875840	875968
6	875968	876096
6	875994	876122
6	876179	876307
6	876370	876497
6	876549	876676
6	876677	876804
6	876703	876830
6	876888	877015
6	877192	877285
6	877371	877464
6	877499	877592
6	877525	877618
6	877699	877806
6	877710	877803
6	877877	877984
6	877904	878020
6	878005	878112
6	878031	878138
6	878082	878198
6	878210	878326
6	878217	878324
6	878236	878352
6	878422	878538
6	879403	879535
6	879581	879713
6	879709	879841
6	879735	879867
6	879921	880053
6	880031	880181
6	880209	880359
6	880337	880487
6	880363	880513
6	880549	880699
6	881721	881798
6	881904	881981
6	882032	882109
6	882058	882135
6	882244	882321
6	882341	882525
6	883265	884575
6	883347	883410
6	883531	883594
6	883659	883722
6	883685	883748
6	883871	883934
6	884040	884282
6	884223	884465
6	884351	884593
6	884377	884619
6	884563	884805
6	891865	892056
6	892080	892271
6	892210	892401
6	892236	892427
6	892408	892599
6	892516	892581
6	892731	892796
6	892861	892926
6	892868	892969
6	892887	892952
6	893059	893124
6	893083	893184
6	893213	893314
6	893239	893340
6	893411	893512
6	894069	894239
6	894284	894454
6	894414	894584
6	894440	894610
6	894612	894782
6	894654	894788
6	894869	895003
6	894999	895133
6	895025	895159
6	895197	895331
6	898250	898410
6	898465	898625
6	898595	898755
6	898621	898781
6	898798	898958
6	899851	899871
6	900066	900086
6	900196	900216
6	900222	900242
6	900399	900419
6	901225	901410
6	901437	901622
6	901567	901752
6	901593	901778
6	901770	901955
6	902163	902366
6	902375	902578
6	902505	902708
6	902531	902734
6	902708	902911
6	903070	903154
6	903279	903363
6	903410	903494
6	903436	903520
6	903613	903697
6	903619	903952
6	903828	904161
6	903959	904292
6	903985	904318
6	904162	904494
6	912059	914287
6	915468	915515
6	916856	916980
6	918419	918542
6	925861	927532
6	927829	928034
6	928058	928263
6	928188	928393
6	928222	928427
6	928395	928600
6	930055	930402
6	930284	930631
6	930414	930761
6	930448	930795
6	930620	930967
6	936885	936998
6	937115	937228
6	937244	937357
6	937278	937391
6	937450	937563
6	938377	938397
6	938606	938626
6	938638	938658
6	938736	938756
6	938770	938790
6	938867	938887
6	938941	938961
6	938997	939017
6	939031	939051
6	939202	939222
6	941015	941131
6	941243	941521
6	941244	941360
6	941374	941490
6	941408	941524
6	941435	941455
6	941579	941695
6	941664	941684
6	941794	941814
6	941828	941848
6	941906	943099
6	941999	942019
6	942135	943324
6	942265	943462
6	942299	943496
6	942470	943667
6	943217	944492
6	943442	944717
6	943546	943630
6	943580	944855
6	943614	944889
6	943714	943766
6	943785	944435
6	945013	945128
6	946120	946221
6	946340	946441
6	946484	946585
6	946518	946619
6	946667	946793
6	946887	947013
6	946962	947012
6	947031	947157
6	947065	947191
6	947616	948101
6	947835	948320
6	947980	948465
6	948014	948499
6	948053	950886
6	951787	951877
6	952018	952108
6	952151	952241
6	952185	952275
6	965425	965630
6	967647	967994
6	973255	974514
6	974481	974594
6	975972	975992
6	976233	976253
6	978611	978727
